numeric_id,user_id,mention_freq,RT_freq,reply_freq
388180138,@eves_numtarn,1,1,0
949865964878798848,@deejai_punikar,1,0,1
1201708186194997249,@f6yKWNclb9iNBNx,1,0,0
845084653,@fairzs,1,1,0
60043368,@fameisawara,1,1,0
182714311,@fatfarng,1,1,0
1221856220174139393,@fernfinzzz,1,0,1
1097109454913384448,@findfactsforfun,1,0,1
736612344952848385,@finlandyz,1,1,0
2788171194,@fittuajoon,1,1,0
199540247,@fome_tk,1,0,1
75185346,@foongstudio,1,1,0
1113438126708539393,@for_real_TH,1,1,0
101193076,@forzzilla,1,0,0
1009605048509202432,@deemthai,1,1,0
3191593165,@dbmuah,1,1,0
2927464184,@c72b7dbff318414,1,0,1
78486787,@chinsparktech,1,1,0
1199681835438968832,@cav2div,1,1,0
1216303611820433409,@cdph9905,1,1,0
1191167701109993472,@chakkrok,1,0,1
104848875,@chalanlala,1,1,0
85984377,@chalidaporn,1,0,1
1061538736649863168,@chan_pra,1,0,1
957779174726356992,@charoenpura,1,0,0
253130316,@chaya_swc,1,1,0
992286254837391361,@chayap16,1,1,0
150135909,@chchchmmmmm,1,0,1
869802045250732032,@chermetxbnk48,1,1,0
1118527803534667776,@chillvieww,1,1,0
1205874145080143873,@chochercher,1,1,0
64255552,@dan_worrawech,1,1,0
2185553887,@chocofah,1,1,0
123529004,@chocoopal,1,0,1
834240796295520256,@chuanpiaoliang,1,0,1
838384618013245440,@chubbycatpat,1,1,0
711222107363934208,@cinnaoum_,1,0,1
73616246,@clairejiras,1,1,0
1192266532912431105,@cmXoqGQ74ypBUsX,1,0,1
2519971784,@cmn_gm,1,0,1
994235916557344768,@crazygenix,1,0,1
2320457556,@ctrmcot,1,1,0
cv6kMfk61MZPhpya+NcppZiKIPeIQ9IGn7UgQdOMz7g=,@cv6kMfk61MZPhpya+NcppZiKIPeIQ9IGn7UgQdOMz7g=,1,1,0
145931392,@dailynewstwit,1,0,4
147446101,@fridayokaeri,1,0,1
896778691954434048,@fyserias,1,0,1
1223214664554663936,@gLzmsbIdq3Y9o6y,1,0,1
2228379030,@janeji9,1,1,0
624517612,@incredibleindia,1,1,0
69601558,@infinitymymen,1,0,1
521876913,@innercirphix,1,0,1
2515217696,@inosyguy,1,0,1
2437937630,@iteration101,1,0,1
83445108,@itsMePorpla,1,0,0
1225663186860331009,@jXIKygLmwEimNcl,1,1,0
1076818087624663046,@j_titiworrada,1,1,0
1152429248667254785,@jabkk2,1,0,0
348897168,@jackie14AP,1,0,1
94780902,@jajaanara,1,0,1
1577471852,@jamyjamess,1,1,0
1095914735701114882,@janenana_,1,0,1
876336274910494720,@g_dtud8,1,0,0
1022761679132606464,@japanpnk,1,0,1
260050537,@jawnangnoy,1,0,1
1208452136004018177,@jengtieow,1,1,0
3233087359,@jeperdslatete,1,0,1
66640892,@jjWatcharin,1,1,0
822795017471201280,@jjjellybeannn,1,1,0
749958225638764544,@jmtuankpimuk_,1,1,0
1150307172825194496,@jn1JNuwXjga3JUG,1,0,0
58032313,@judgejudd,1,1,0
jy45mVF5TyWoDmQSyEADONe1jlVBKByb3QZeEMx1Vk=,@jy45mVF5TyWoDmQSyEADONe1jlVBKByb3QZeEMx1Vk=,1,0,1
kDZ+CvwmOPX33H1vdTA7LBtP76VdiIfcYAHqdOcAwE=,@kDZ+CvwmOPX33H1vdTA7LBtP76VdiIfcYAHqdOcAwE=,1,1,0
kSoeM3xHxQ93LzAfBjLieWet+kFokr7Ll1L6mHD7M0=,@kSoeM3xHxQ93LzAfBjLieWet+kFokr7Ll1L6mHD7M0=,1,0,1
66971897,@imtaiki,1,1,0
1227666865226280960,@imaris_imaris,1,0,1
1104366827621167109,@ilovecha1,1,1,0
820585259519512576,@ignore121231212,1,1,0
1130285891493122048,@gangster_th,1,0,1
2853045643,@ger_slagger,1,1,0
476370421,@getawaywizchoco,1,1,0
1092332268016742400,@getoute,1,0,1
1220256268650041345,@gjfiF4g8rNkirV0,1,0,1
2943973662,@gmm25news,1,0,0
1101862991002198021,@golferic1,1,1,0
1103855638583496704,@golffy59657800,1,0,1
301920876,@gr8estkk,1,1,0
229508954,@gracebaekj,1,1,0
14865506,@gunmano,1,1,0
1224237823068274688,@gunnanthawat292,1,1,0
1169833626000736257,@hRkdC5uGss4a97v,1,1,0
1172065870102716416,@hamuhamoo1,1,1,0
hcOE2sGSN6uE9io+AM1xTVP0uAjlcjKAnuJTYZ8Rhus=,@hcOE2sGSN6uE9io+AM1xTVP0uAjlcjKAnuJTYZ8Rhus=,1,1,0
1033761497837580288,@hedgehogkkk,1,0,1
2597865564,@hellofungjai,1,1,0
1171448545091538945,@himawar09024052,1,1,0
2438084936,@holeinone_one,1,1,0
14700316,@hrw,1,0,0
1106033346881024000,@huhahuhuhahu,1,1,0
430472422,@hukung1,1,0,1
317610307,@icesarunyu,1,0,0
1202901147960270849,@ictr8,1,1,0
352869254,@ifernweh,1,1,0
938637476,@cartoon__tb,1,1,0
1148265144570351616,@byeslim,1,0,1
4605380599,@S_siwa_BP,1,1,0
1223136897041453056,@Thunyal07,1,1,0
3104748320,@Tangtong9,1,0,0
827381987803410432,@Teirrabyte,1,0,1
95372258,@ThaiRedCross,1,1,0
1195202587915538433,@ThailandGCMI,1,0,3
202105105,@Thailand_Post,1,1,0
56982023,@ThaksinLive,1,0,0
131398862,@ThanawatLive,1,1,0
5988062,@TheEconomist,1,1,0
2835508021,@TheFaceThailand,1,0,0
144720650,@TheMallThailand,1,1,0
797475631625707520,@TheMoviesRain,1,1,0
1172871771667587079,@ThitipornChant1,1,0,0
916849749742858240,@Todsu21,1,1,0
3275069460,@Taen_AB,1,0,1
1240740968,@ToffieOohlala,1,0,0
1070145237748613121,@TthiwalradaK,1,1,0
1201835306757980163,@TtpBPzbEUNhOo4E,1,0,1
1038412452428275713,@UJcWbO7B5qPVtny,1,0,1
32358944,@USACAPOC,1,0,0
1213257390709075968,@U_NanNanNa,1,0,1
787341766504484864,@UnixFT,1,1,0
112934619,@Uthaisangsuk,1,1,0
1220058534261346304,@Uwv0De2GTa3u8hw,1,0,1
VPLMMohK0ccj+ihN2p0yUObqcbt8xpFojrgrJLMn5I=,@VPLMMohK0ccj+ihN2p0yUObqcbt8xpFojrgrJLMn5I=,1,1,0
372795992,@Vajrakorn,1,0,1
2893511188,@VancityReynolds,1,1,0
1094544376414404609,@TaiFahDeowGun,1,0,1
735194208034639872,@TaaaToo94,1,0,1
274987077,@bubupearr,1,1,0
760905019,@SkyyMorning,1,1,0
869820795182227456,@Sahira1411,1,1,0
957238195632029696,@Sarin902014,1,0,0
1106481706951823360,@SaveBiwty,1,0,1
752857720215048192,@SayCoolEnglish,1,1,0
873808945235714048,@Seennan12,1,0,1
75507238,@SekSamyan,1,0,1
193191708,@SexyOyster,1,0,1
499039827,@ShawnLevyDirect,1,1,0
84804216,@SingtoNumchok,1,0,0
865808148908593152,@Singtofc_Th,1,0,1
1666669796,@Sirinya_TRnews,1,0,1
1179434420849086464,@SixHeart2,1,0,0
1161283703831695360,@Somsak75914730,1,0,1
85252516,@T_HanabiNatsu_T,1,0,1
1217308451845443584,@Soulkeepper2020,1,0,1
61982054,@Spicy3000,1,1,0
SsDx4lv61H2kDWRAhydWAjUfEvAyfux0pk9oViyqLw=,@SsDx4lv61H2kDWRAhydWAjUfEvAyfux0pk9oViyqLw=,1,1,0
1213016812364820481,@Star11182,1,1,0
1123001293717495808,@StopCredulity,1,1,0
1021067082392203264,@SunSnap_ss,1,1,0
885188826754277376,@SunnyDulac,1,1,0
1433077110,@Sunpatong,1,1,0
1201758095505903617,@Surat29012075,1,0,1
1050299681610158080,@SuratSodsangsuk,1,1,0
140497352,@TINExBLINK,1,1,0
TYxuiHMd77NEpR6VdwKNa542Dan3T9UlApmkb+VWAV0=,@TYxuiHMd77NEpR6VdwKNa542Dan3T9UlApmkb+VWAV0=,1,1,2
3046383925,@Vangulion,1,1,0
1134350511186989056,@WPumjitr,1,1,0
66301173,@WSIJ20,1,1,4
3140489294,@bankstory03,1,1,0
1181472135115497472,@ascom2army2,1,1,0
766936328265007104,@attention888,1,0,1
14856102,@atthasit,1,0,1
1417340209,@aum_saum,1,1,0
67805213,@aunkrublive,1,0,1
1176013969665847297,@007utramate,1,0,0
756680677320298496,@babynaryean,1,1,0
1195202587915538433,@backtobulldozer,1,0,3
4916547860,@baconwithme_,1,0,0
845160678914646016,@baisri0318,1,0,1
1219967659560718336,@banana_naaka,1,0,1
2305023836,@bancha333,1,0,1
1119239593469956097,@banphaikub03,1,0,1
1224157807005462529,@Wetagoooo,1,0,0
1210767965387284481,@battalion2nd,1,1,0
903158838911672320,@bb_oo_mm_,1,0,1
174173246,@bellyinsmile,1,1,0
1034415756,@berbirdy,1,0,1
87611421,@birdpukong,1,0,1
368095714,@blackdog_nunu,1,1,0
326612319,@bnasae,1,1,0
1119480011981856769,@bpbpbtbt,1,0,1
1217328105087328257,@breakfasttime__,1,1,0
15629639,@brown_sucre,1,1,0
154782666,@bsilawong,1,0,1
132570684,@btsskytrain,1,0,0
90800471,@artypj,1,0,1
79940369,@arjinjonathan,1,0,1
1129691590610411521,@arixfavboy,1,1,0
1107334928981585920,@anona_ava,1,1,0
4025627714,@Windywinder_J,1,1,0
362986690,@WinterSebbyhc,1,0,1
143345324,@Woody754,1,0,1
1087021450144305153,@XXpanties,1,0,1
3159396158,@Yo_Kanakorn,1,0,1
1202186852070875136,@YooU30627104,1,0,0
788320261707669508,@YoshiOhbaya,1,1,0
1195881821747077120,@Zxcvbnmjt,1,0,1
86466756,@__Kaofang,1,0,1
1023120790248509440,@_bbaekmylight,1,1,0
1273775262,@_hopehopes,1,1,0
1075939624076304384,@aag_th,1,1,0
722291231309430784,@abnormalmanz,1,0,1
1126050743654338562,@aektesto,1,1,0
895285510930812929,@akiyoxanrijung,1,1,0
729340415715905537,@alanwangjunior,1,0,1
1166582287041007617,@alin_ford,1,0,1
377986411,@alonepord,1,1,0
1152889962078978048,@alwayssupportU,1,1,0
2473778106,@amarintvhd,1,1,0
14740219,@amazonmusic,1,0,0
4203230773,@amirah_mara,1,0,1
1052156140862156800,@amm0186,1,0,1
35689802,@andrewbiggs,1,0,1
1185475916689854464,@angtigre1,1,0,1
1177152435334201344,@zzzxpz,1,0,1
